customer_id,gender,age,married,state,number_of_referrals,tenure_in_months,value_deal,multiple_lines,internet_type,online_security,online_backup,device_protection_plan,premium_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_revenue,customer_status,churn_category,churn_reason,Customer_Status_Predited
29525-TAM,Female,50,Yes,Tamil Nadu,9,3,Deal 5,No,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25,78.25,78.25,Joined,Others,Others,1
18415-KAR,Female,33,Yes,Karnataka,7,36,,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.1,19.1,24.12,Joined,Others,Others,1
35635-TEL,Female,26,Yes,Telangana,10,5,,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.4,20.4,38.21,Joined,Others,Others,1
67752-MAH,Female,28,No,Maharashtra,0,24,,No,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.3,45.3,92.66,Joined,Others,Others,1
51961-BIH,Male,47,No,Bihar,9,25,Deal 5,No,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.95,123.05,196.97,Joined,Others,Others,1
23632-HAR,Female,37,Yes,Haryana,2,16,Deal 5,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,97.1,184.15,262.85,Joined,Others,Others,1
38920-PUN,Female,50,No,Punjab,8,7,,No,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,43.85,43.85,69.75,Joined,Others,Others,1
51597-MAD,Female,26,Yes,Madhya Pradesh,10,18,,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.9,19.9,21.4,Joined,Others,Others,1
88107-JAM,Female,58,No,Jammu & Kashmir,10,34,,No,DSL,No,No,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,30.55,30.55,70.55,Joined,Others,Others,1
86315-TAM,Female,54,No,Tamil Nadu,6,13,Deal 5,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.95,20.95,23.24,Joined,Others,Others,1
35995-PUN,Female,34,No,Punjab,3,23,,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20,63.6,184.2,Joined,Others,Others,0
84577-TEL,Female,59,Yes,Telangana,11,29,,No,Cable,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59,114.15,168.19,Joined,Others,Others,1
23855-MAH,Female,53,Yes,Maharashtra,13,9,,No,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.9,111.05,121.21,Joined,Others,Others,1
71183-TAM,Female,39,No,Tamil Nadu,1,33,,No,,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.6,61.35,168.3,Joined,Others,Others,0
43297-MAH,Male,60,No,Maharashtra,12,18,,No,Cable,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,50.2,109.25,131.93,Joined,Others,Others,1
59750-AND,Female,49,Yes,Andhra Pradesh,11,4,,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.9,136.05,218.21,Joined,Others,Others,1
83050-PUN,Female,25,Yes,Punjab,7,20,,No,,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.45,34.8,126.8,Joined,Others,Others,0
93700-MAH,Female,57,No,Maharashtra,8,20,Deal 5,No,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.7,50.7,88.75,Joined,Others,Others,1
86369-BIH,Female,59,No,Bihar,1,2,Deal 5,Yes,DSL,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,54.3,54.3,98.32,Joined,Others,Others,1
62359-AND,Female,48,Yes,Andhra Pradesh,5,24,Deal 5,No,Cable,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,33.6,33.6,83.6,Joined,Others,Others,1
81763-DEL,Male,36,Yes,Delhi,7,7,,No,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.45,137.1,207.92,Joined,Others,Others,1
89188-KAR,Female,26,Yes,Karnataka,3,9,,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.55,33.6,67,Joined,Others,Others,1
83939-AND,Female,42,No,Andhra Pradesh,8,27,,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.1,43.15,108.87,Joined,Others,Others,1
55757-KAR,Female,32,Yes,Karnataka,2,9,Deal 5,No,Cable,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,55.8,154.55,167.12,Joined,Others,Others,1
98767-WES,Female,26,No,West Bengal,14,7,,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,20.05,31.15,Joined,Others,Others,1
44208-AND,Female,25,Yes,Andhra Pradesh,2,20,,Yes,DSL,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.15,235,307.84,Joined,Others,Others,1
32375-UTT,Female,23,Yes,Uttar Pradesh,1,3,,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.9,20.9,31.11,Joined,Others,Others,1
28237-JHA,Female,52,No,Jharkhand,7,9,Deal 5,No,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.85,199.85,304.13,Joined,Others,Others,1
21642-TEL,Male,60,Yes,Telangana,12,29,,No,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.5,54.5,87.71,Joined,Others,Others,1
46081-TAM,Male,41,Yes,Tamil Nadu,14,29,,No,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.15,45.15,87.49,Joined,Others,Others,1
13744-AND,Female,41,Yes,Andhra Pradesh,8,3,Deal 5,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.65,19.65,33.5,Joined,Others,Others,1
71234-HAR,Female,44,No,Haryana,10,34,,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.4,19.4,43.37,Joined,Others,Others,1
15803-UTT,Female,34,No,Uttar Pradesh,6,31,,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.15,19.15,41.52,Joined,Others,Others,1
41427-HAR,Male,37,No,Haryana,13,13,Deal 5,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.2,20.2,44.68,Joined,Others,Others,1
31294-KAR,Male,50,Yes,Karnataka,15,33,Deal 5,No,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.75,49.75,91.54,Joined,Others,Others,1
33621-MAD,Female,42,No,Madhya Pradesh,13,12,Deal 5,No,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.35,120.25,155.65,Joined,Others,Others,1
77911-TEL,Female,20,No,Telangana,5,8,Deal 5,Yes,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,23.6,89.05,131.35,Joined,Others,Others,0
77658-AND,Male,44,No,Andhra Pradesh,0,4,Deal 5,No,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.4,24.4,24.4,Joined,Others,Others,1
13123-BIH,Female,46,No,Bihar,13,18,Deal 5,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,100.2,198.5,253.62,Joined,Others,Others,1
42864-ODI,Female,29,No,Odisha,2,10,Deal 5,No,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,30.25,63.75,63.75,Joined,Others,Others,1
51751-KER,Female,62,No,Kerala,9,25,,No,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.15,123.8,191.3,Joined,Others,Others,1
76419-KAR,Male,46,Yes,Karnataka,14,28,,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.9,273.2,282.11,Joined,Others,Others,1
39332-TEL,Female,44,Yes,Telangana,6,8,,No,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.55,80.55,146.48,Joined,Others,Others,1
49304-KAR,Female,32,Yes,Karnataka,6,33,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.8,49.8,53.77,Joined,Others,Others,1
31129-AND,Male,68,No,Andhra Pradesh,15,15,,No,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.35,70.35,94.77,Joined,Others,Others,1
99475-KAR,Male,22,Yes,Karnataka,11,11,,No,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.55,106.2,143.42,Joined,Others,Others,1
55831-TAM,Male,43,No,Tamil Nadu,11,13,Deal 5,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.95,58.3,73.75,Joined,Others,Others,1
99144-UTT,Female,41,No,Uttar Pradesh,9,20,,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.65,68.35,175.12,Joined,Others,Others,0
92228-BIH,Female,22,Yes,Bihar,10,9,,No,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,25.15,25.15,25.15,Joined,Others,Others,1
37131-MAH,Male,52,No,Maharashtra,6,2,,No,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.25,89.25,105.89,Joined,Others,Others,1
17597-HAR,Female,33,Yes,Haryana,2,6,Deal 5,No,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.85,29.85,29.85,Joined,Others,Others,1
82427-MAH,Male,36,No,Maharashtra,15,28,Deal 5,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.55,19.55,37.49,Joined,Others,Others,1
28378-MAD,Female,65,No,Madhya Pradesh,12,1,Deal 5,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.45,19.45,66.04,Joined,Others,Others,1
18027-UTT,Female,58,Yes,Uttar Pradesh,15,30,Deal 5,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.9,33.7,41.34,Joined,Others,Others,1
28398-TEL,Male,59,Yes,Telangana,3,23,Deal 5,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20,20,45.99,Joined,Others,Others,1
13946-HAR,Female,41,Yes,Haryana,1,3,Deal 5,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.65,19.65,43.32,Joined,Others,Others,1
38577-BIH,Female,30,Yes,Bihar,6,36,,No,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.5,90.05,151.79,Joined,Others,Others,1
83736-UTT,Male,43,Yes,Uttar Pradesh,1,25,,No,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.35,45.35,57.81,Joined,Others,Others,1
51657-TAM,Male,54,No,Tamil Nadu,13,16,,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.85,60.65,119.39,Joined,Others,Others,1
22782-ODI,Female,50,Yes,Odisha,2,28,,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.3,54.7,85.09,Joined,Others,Others,1
61331-UTT,Male,36,Yes,Uttarakhand,2,10,Deal 5,No,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.75,50.75,96.52,Joined,Others,Others,1
83440-GUJ,Male,53,No,Gujarat,4,14,,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20,49.65,142.83,Joined,Others,Others,1
23078-UTT,Female,57,Yes,Uttar Pradesh,3,24,,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.3,20.3,26.94,Joined,Others,Others,1
53350-TEL,Male,37,Yes,Telangana,6,22,,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.5,217.45,238.36,Joined,Others,Others,1
85027-KAR,Male,57,No,Karnataka,14,27,Deal 5,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.75,19.75,21.36,Joined,Others,Others,1
53449-MAH,Female,52,No,Maharashtra,8,17,,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.9,19.9,22.28,Joined,Others,Others,1
78978-UTT,Male,54,No,Uttar Pradesh,0,13,Deal 5,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.3,19.3,35.66,Joined,Others,Others,1
78220-TAM,Female,21,Yes,Tamil Nadu,14,10,,No,Fiber Optic,No,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,89.85,244.45,319.75,Joined,Others,Others,1
85428-HAR,Female,62,Yes,Haryana,11,18,,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.1,39.8,110.8,Joined,Others,Others,1
52641-JHA,Female,44,Yes,Jharkhand,7,29,,No,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,71.1,71.1,108.61,Joined,Others,Others,1
68556-MAH,Male,68,No,Maharashtra,4,23,,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.2,20.2,33.28,Joined,Others,Others,1
61025-MAH,Female,45,No,Maharashtra,4,16,Deal 5,No,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.85,49.85,92.4,Joined,Others,Others,1
41500-KAR,Male,31,No,Karnataka,1,31,Deal 5,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,51.6,106.54,Joined,Others,Others,1
27461-MAD,Male,22,Yes,Madhya Pradesh,7,6,Deal 5,No,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.55,44.55,67.59,Joined,Others,Others,1
77311-MAD,Male,47,Yes,Madhya Pradesh,9,19,Deal 5,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.25,20.25,60.71,Joined,Others,Others,1
29093-ASS,Male,57,Yes,Assam,6,6,,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.45,20.45,32.06,Joined,Others,Others,1
83817-UTT,Male,48,No,Uttar Pradesh,8,18,,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,21.05,21.05,31.19,Joined,Others,Others,1
38452-MAH,Female,34,No,Maharashtra,6,14,Deal 5,No,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,47.95,47.95,94.18,Joined,Others,Others,1
76233-BIH,Female,78,Yes,Bihar,6,9,Deal 5,No,Fiber Optic,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,70.6,70.6,133.21,Joined,Others,Others,0
41196-MAH,Female,29,Yes,Maharashtra,11,10,Deal 5,No,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,45,45,95.63,Joined,Others,Others,1
19898-HAR,Male,31,Yes,Haryana,3,30,Deal 5,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.45,19.45,48.6,Joined,Others,Others,1
88215-KAR,Female,19,No,Karnataka,5,10,Deal 5,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.05,50.05,93.1,Joined,Others,Others,1
71197-PUN,Female,38,No,Punjab,0,33,Deal 5,No,Cable,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,77.4,206.15,339.41,Joined,Others,Others,1
87704-GUJ,Female,38,Yes,Gujarat,9,24,Deal 5,No,,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.45,20.45,64.27,Joined,Others,Others,1
65531-MAH,Female,55,No,Maharashtra,10,22,,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.8,19.8,31.76,Joined,Others,Others,1
85917-TAM,Male,53,Yes,Tamil Nadu,7,15,Deal 5,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.5,19.5,52.52,Joined,Others,Others,1
16244-UTT,Female,19,Yes,Uttar Pradesh,5,7,,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.55,19.55,24.65,Joined,Others,Others,1
44693-UTT,Female,53,No,Uttar Pradesh,11,27,,No,,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.3,31.9,102.74,Joined,Others,Others,0
51214-MAH,Male,28,No,Maharashtra,12,22,,No,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,73.6,232.5,324.52,Joined,Others,Others,1
82718-TAM,Male,32,Yes,Tamil Nadu,12,7,,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.7,20.7,66.56,Joined,Others,Others,1
67941-PUN,Female,46,No,Punjab,9,13,Deal 5,Yes,DSL,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,54.15,101.65,154.25,Joined,Others,Others,1
82965-TEL,Female,38,No,Telangana,8,20,,No,Cable,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,44.75,148.05,262.72,Joined,Others,Others,1
99862-BIH,Female,30,No,Bihar,12,9,Deal 5,No,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74,74,97.7,Joined,Others,Others,1
81098-GUJ,Male,31,Yes,Gujarat,13,11,,No,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.25,51.25,90.55,Joined,Others,Others,1
41235-WES,Female,37,No,West Bengal,8,10,Deal 5,No,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.8,44.8,72.26,Joined,Others,Others,1
81235-JHA,Female,42,Yes,Jharkhand,9,32,Deal 5,No,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.9,44.9,60.66,Joined,Others,Others,1
34169-RAJ,Male,51,Yes,Rajasthan,14,30,Deal 5,Yes,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,24.85,62,142.5,Joined,Others,Others,1
23148-CHH,Female,74,Yes,Chhattisgarh,4,9,Deal 5,No,DSL,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,44,44,72.67,Joined,Others,Others,1
58044-KAR,Female,31,No,Karnataka,5,13,Deal 5,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,41.85,52.69,Joined,Others,Others,1
75802-MAH,Female,61,No,Maharashtra,4,3,,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,20.05,33.56,Joined,Others,Others,1
58848-PUN,Male,58,Yes,Punjab,14,18,,No,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.8,49.8,88.01,Joined,Others,Others,1
33565-UTT,Male,72,Yes,Uttar Pradesh,7,29,,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,74.3,74.3,92.14,Joined,Others,Others,1
89154-RAJ,Female,47,No,Rajasthan,5,3,Deal 5,No,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,49.2,103.7,162.26,Joined,Others,Others,1
77678-JHA,Female,41,Yes,Jharkhand,1,29,,No,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.55,49.55,60.38,Joined,Others,Others,1
78021-UTT,Female,45,Yes,Uttar Pradesh,12,35,Deal 5,Yes,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,25,25,28.39,Joined,Others,Others,1
29371-WES,Female,23,No,West Bengal,14,9,Deal 5,No,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,108.65,196.51,Joined,Others,Others,1
88728-UTT,Female,42,No,Uttar Pradesh,12,9,,No,,No,No,No,No,No,No,No,No,One Year,No,Credit Card,21.2,52.05,88.2,Joined,Others,Others,1
28782-PUN,Male,58,Yes,Punjab,8,7,Deal 5,No,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,44.95,44.95,58.58,Joined,Others,Others,1
49265-BIH,Female,18,Yes,Bihar,4,4,Deal 5,No,Cable,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,55.9,157.55,257.39,Joined,Others,Others,1
84770-UTT,Female,38,Yes,Uttar Pradesh,2,21,,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.15,20.15,47.74,Joined,Others,Others,1
75058-TEL,Female,59,No,Telangana,6,14,,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.1,74.1,110.15,Joined,Others,Others,1
81169-TEL,Female,62,Yes,Telangana,4,2,,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,18.85,18.85,26.65,Joined,Others,Others,1
65580-UTT,Male,54,No,Uttar Pradesh,6,2,,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.1,53.05,102.01,Joined,Others,Others,1
41348-BIH,Female,64,No,Bihar,14,13,,No,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Two Year,No,Credit Card,81.5,162.55,212.45,Joined,Others,Others,0
89804-MAH,Male,34,No,Maharashtra,4,31,Deal 5,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.4,50.6,80.92,Joined,Others,Others,1
74978-MAH,Female,28,Yes,Maharashtra,1,21,,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.75,19.75,50.13,Joined,Others,Others,1
99996-HAR,Male,22,Yes,Haryana,2,8,Deal 5,No,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,53.55,53.55,69.61,Joined,Others,Others,1
21065-HAR,Male,27,No,Haryana,5,10,,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.3,20.3,31.14,Joined,Others,Others,1
31412-HAR,Female,81,Yes,Haryana,14,29,,No,,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.2,37.2,51.26,Joined,Others,Others,1
54997-UTT,Female,55,No,Uttar Pradesh,7,23,,No,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44,44,70.15,Joined,Others,Others,1
56728-RAJ,Male,40,No,Rajasthan,0,1,,No,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.6,45.6,83.04,Joined,Others,Others,1
47624-TAM,Female,62,Yes,Tamil Nadu,7,29,,No,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,-5,189.1,289.69,Joined,Others,Others,1
95053-UTT,Female,32,No,Uttar Pradesh,15,2,,Yes,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,24.6,86.35,165.34,Joined,Others,Others,0
